C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_57_522.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_57_522.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_57_522.jpg, 0, 0, 0, 7.833452E-05
C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_57_627.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_57_627.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_57_627.jpg, 0, 0, 0, 7.821154E-05
C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_57_742.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_57_742.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_57_742.jpg, 0, 0, 0, 7.80308E-05
C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_57_847.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_57_847.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_57_847.jpg, 0, 0, 0, 7.815299E-05
C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_57_961.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_57_961.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_57_961.jpg, 0, 0, 0, 7.797357E-05
C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_58_066.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_58_066.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_58_066.jpg, 0, 0, 0, 7.823371E-05
C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_58_173.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_58_173.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_58_173.jpg, 0, 0, 0, 7.873056E-05
C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_58_275.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_58_275.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_58_275.jpg, 0, 0, 0, 7.815636E-05
C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_58_378.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_58_378.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_58_378.jpg, 0, 0, 0, 7.778466E-05
C:\Users\Luca\Desktop\Data\IMG\center_2020_05_02_16_46_58_492.jpg, C:\Users\Luca\Desktop\Data\IMG\left_2020_05_02_16_46_58_492.jpg, C:\Users\Luca\Desktop\Data\IMG\right_2020_05_02_16_46_58_492.jpg, 0, 0, 0, 7.779759E-05
